Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2015-118976,2015-04-28,2015-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,5.34,10,0.2,0.8544
CA-2015-118976,2015-04-28,2015-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.61,10,0.2,79.61760000000001
CA-2015-140228,2015-04-28,2015-05-03,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.912,1,0.1,1.24416
CA-2015-140228,2015-04-28,2015-05-03,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096,2,0.2,4.3353600000000005
CA-2015-140228,2015-04-28,2015-05-03,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.568,6,0.2,28.410880000000006
CA-2015-142727,2015-04-29,2015-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,9,0.0,3.5880000000000005
CA-2015-118304,2015-04-29,2015-05-04,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,19.98,8,0.0,3.9960000000000004
CA-2015-107811,2015-04-29,2015-05-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5,0.0,19.984
CA-2015-134061,2015-04-29,2015-05-04,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,1,0.1,3.1428000000000003
CA-2015-142727,2015-04-29,2015-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,7,0.2,8.3136
CA-2015-107811,2015-04-29,2015-05-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.584,5,0.2,89.85343999999999
CA-2015-160094,2015-04-30,2015-05-02,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,South,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,6,0.0,34.99
CA-2015-160094,2015-04-30,2015-05-02,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,South,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,826.0,7,0.0,165.20000000000002
CA-2015-156006,2015-04-30,2015-05-02,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,South,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0.1,8.6022
CA-2015-115056,2015-05-02,2015-05-02,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,10,0.2,4.18176
CA-2015-124618,2015-05-02,2015-05-04,Second Class,CS-11860,Cari Schnelling,Consumer,United States,Lakeland,Florida,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,3,0.1,86.39712
CA-2015-135755,2015-05-03,2015-05-10,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,5,0.2,6.42816
CA-2015-135755,2015-05-03,2015-05-10,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,6,0.1,1.9612800000000001
CA-2015-130274,2015-05-03,2015-05-05,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,9,0.0,4.312
CA-2015-117709,2015-05-04,2015-05-08,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,5,0.1,8.424
CA-2015-111899,2015-05-04,2015-05-05,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5.472,1,0.1,0.9849600000000001
US-2015-148194,2015-05-04,2015-05-07,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,57.68,4,0.0,11.536000000000001
US-2015-148194,2015-05-04,2015-05-07,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",12.18,5,0.2,1.9488
CA-2015-111899,2015-05-04,2015-05-05,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,Central,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,37.84,10,0.2,6.054400000000001
CA-2015-155271,2015-05-04,2015-05-04,Same Day,AA-10480,Andrew Allen,Consumer,United States,Middletown,Connecticut,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,10,0.0,5.492000000000001
CA-2015-111934,2015-05-05,2015-05-07,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,35.44,5,0.1,6.3792
CA-2015-110219,2015-05-05,2015-05-08,First Class,EB-13870,Emily Burns,Consumer,United States,San Antonio,Texas,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,7,0.1,23.01642
CA-2015-111934,2015-05-05,2015-05-07,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,11.88,4,0.1,2.1384000000000003
CA-2015-166457,2015-05-05,2015-05-09,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,24.56,1,0.2,3.9296
CA-2015-166457,2015-05-05,2015-05-09,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,6.56,5,0.1,1.1808
CA-2015-166457,2015-05-05,2015-05-09,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42,7,0.2,1.5072
CA-2015-160738,2015-05-05,2015-05-10,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,10,0.1,8.14464
US-2015-154879,2015-05-06,2015-05-11,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,107.94,10,0.0,21.588
US-2015-154879,2015-05-06,2015-05-11,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,5.78,6,0.0,1.1560000000000001
CA-2015-121664,2015-05-06,2015-05-10,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736,5,0.2,22.51776
CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,4,0.2,2.5824000000000003
CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,0.0,38.85
CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,4,0.0,1.7280000000000002
CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,10,0.1,157.01760000000002
CA-2015-116666,2015-05-08,2015-05-10,First Class,KT-16480,Kean Thornton,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1799.97,10,0.0,359.994
CA-2015-158771,2015-05-09,2015-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,83.25,3,0.2,13.32
CA-2015-158771,2015-05-09,2015-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,10,0.0,9.072000000000001
US-2015-102071,2015-05-09,2015-05-15,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,1,0.2,26.875200000000003
US-2015-102071,2015-05-09,2015-05-15,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,8,0.2,10.847999999999999
CA-2015-158771,2015-05-09,2015-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,5,0.1,1.7009999999999998
CA-2015-158771,2015-05-09,2015-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-LA-10003121,Office Supplies,Labels,Avery 506,20.65,4,0.1,3.7169999999999996
CA-2015-103310,2015-05-10,2015-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,41.04,8,0.1,7.3872
CA-2015-114181,2015-05-10,2015-05-14,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,22.32,7,0.1,4.017600000000001
CA-2015-103310,2015-05-10,2015-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,256.784,2,0.0,51.3568
CA-2015-103310,2015-05-10,2015-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1432.0,1,0.1,257.76
CA-2015-103310,2015-05-10,2015-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,39.96,4,0.0,7.992000000000001
CA-2015-159709,2015-05-10,2015-05-15,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,8,0.1,7.848000000000001
CA-2015-159709,2015-05-10,2015-05-15,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,2,0.1,28.463400000000004
CA-2015-114181,2015-05-10,2015-05-14,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,349.965,3,0.2,55.9944
CA-2015-103849,2015-05-11,2015-05-16,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,1,0.0,20.1584
CA-2015-103849,2015-05-11,2015-05-16,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,1,0.2,9.297920000000001
CA-2015-152100,2015-05-11,2015-05-16,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Huntsville,Texas,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,3,0.1,218.33280000000002
CA-2015-139017,2015-05-11,2015-05-17,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,5,0.0,9.3728
CA-2015-119172,2015-05-11,2015-05-15,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,104.58,3,0.1,18.8244
CA-2015-127523,2015-05-11,2015-05-18,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Watertown,New York,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,1,0.2,5.7456
CA-2015-103849,2015-05-11,2015-05-16,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,1,0.0,13.2224
CA-2015-119172,2015-05-11,2015-05-15,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,8,0.2,2.7955200000000002
CA-2015-127159,2015-05-12,2015-05-15,First Class,HL-15040,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,10,0.1,6.2622
CA-2015-155887,2015-05-12,2015-05-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,2,0.1,126.01008000000002
CA-2015-140165,2015-05-13,2015-05-15,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,South,OFF-FA-10002815,Office Supplies,Fasteners,Staples,7.104,3,0.1,1.27872
CA-2015-113768,2015-05-13,2015-05-19,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,2,0.0,55.891200000000005
CA-2015-113768,2015-05-13,2015-05-19,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,West,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,8.0,3,0.2,1.2800000000000002
CA-2015-140165,2015-05-13,2015-05-15,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,7,0.2,63.736320000000006
CA-2015-167164,2015-05-13,2015-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,1,0.1,9.990000000000002
CA-2015-114433,2015-05-13,2015-05-17,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,10,0.2,23.9952
CA-2015-106810,2015-05-14,2015-05-20,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,South,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,8,0.0,62.176
CA-2015-125150,2015-05-16,2015-05-23,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,10,0.1,41.9184
US-2015-163146,2015-05-16,2015-05-20,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Francisco,California,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.4,10,0.1,10.152000000000001
CA-2015-148761,2015-05-17,2015-05-21,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,10,0.1,16.5024
CA-2015-103373,2015-05-18,2015-05-24,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796,2,0.0,155.9592
CA-2015-164224,2015-05-18,2015-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.1,26.86176
CA-2015-164224,2015-05-18,2015-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936,9,0.1,2.86848
CA-2015-130155,2015-05-19,2015-05-22,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Virginia Beach,Virginia,South,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,34.2,7,0.1,6.156000000000001
US-2015-107699,2015-05-19,2015-05-23,Standard Class,JH-15820,John Huston,Consumer,United States,Midland,Michigan,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42,4,0.1,10.3356
US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,10,0.2,6.163200000000001
CA-2015-130673,2015-05-20,2015-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,Central,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,10.332,5,0.1,1.85976
CA-2015-130673,2015-05-20,2015-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,Central,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,20.784,2,0.0,4.1568
CA-2015-130673,2015-05-20,2015-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,Central,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,8,0.1,12.0528
US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0.1,5.990400000000001
CA-2015-130673,2015-05-20,2015-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,10.368,9,0.2,1.65888
US-2015-114188,2015-05-20,2015-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,5,0.1,25.174800000000005
CA-2015-104780,2015-05-21,2015-05-25,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,9,0.2,5.0944
CA-2015-152443,2015-05-21,2015-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,4,0.0,89.572
CA-2015-152443,2015-05-21,2015-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,10,0.2,2.8704
CA-2015-152443,2015-05-21,2015-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,5,0.1,44.2584
CA-2015-127166,2015-05-21,2015-05-23,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,56.064,9,0.0,11.212800000000001
CA-2015-127166,2015-05-21,2015-05-23,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,8,0.1,3.2831999999999995
CA-2015-117639,2015-05-21,2015-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,3,0.2,434.54879999999997
CA-2015-117639,2015-05-21,2015-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,1,0.0,123.59400000000001
CA-2015-127166,2015-05-21,2015-05-23,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",4.832,3,0.0,0.9664
CA-2015-127166,2015-05-21,2015-05-23,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,4,0.2,17.24352
CA-2015-143840,2015-05-22,2015-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,2,0.2,7.192
CA-2015-143840,2015-05-22,2015-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,1,0.0,27.195999999999998
US-2015-135881,2015-05-23,2015-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,East,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,7,0.0,1.008
US-2015-105767,2015-05-23,2015-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,8,0.2,0.52512
CA-2015-138513,2015-05-23,2015-05-27,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Bellevue,Washington,West,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,7,0.1,2.3328
US-2015-105767,2015-05-23,2015-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,5,0.0,4.2336
US-2015-135881,2015-05-23,2015-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,1,0.2,2.8736
US-2015-135881,2015-05-23,2015-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,7,0.1,37.4688
US-2015-105767,2015-05-23,2015-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,7,0.0,11.037600000000001
CA-2015-143413,2015-05-24,2015-05-30,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,9,0.0,23.256
CA-2015-100391,2015-05-25,2015-05-29,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,3,0.2,2.3392
US-2015-130379,2015-05-25,2015-05-29,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,9,0.1,5.2776
US-2015-130379,2015-05-25,2015-05-29,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,75.6,1,0.0,15.12
CA-2015-144029,2015-05-26,2015-05-31,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",102.624,1,0.1,18.47232
CA-2015-156349,2015-05-26,2015-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,4,0.1,52.319880000000005
CA-2015-144029,2015-05-26,2015-05-31,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,9,0.0,2.6784
CA-2015-156349,2015-05-26,2015-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,6,0.1,36.28512
CA-2015-156349,2015-05-26,2015-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,3,0.0,16.7968
CA-2015-158029,2015-05-26,2015-05-30,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,1,0.1,40.55328
CA-2015-129574,2015-05-26,2015-05-29,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,4,0.0,9.68
